frequency_Hz,theory_S11_real,theory_S11_imag,theory_S11_dB,openems_S11_real,openems_S11_imag,openems_S11_dB,theory_Zin_real_ohm,theory_Zin_imag_ohm,openems_Zin_real_ohm,openems_Zin_imag_ohm,theory_S21_real,theory_S21_imag,theory_S21_dB,openems_S21_real,openems_S21_imag,openems_S21_dB
2.730000000000e+08,8.105357117503e-01,-4.359056121052e-01,-7.212589982892e-01,6.776292550207e-01,-5.110774662893e-01,-1.424373982297e+00,3.386699866776e+01,-1.929550720477e+02,3.829098135408e+01,-1.399740260226e+02,1.781988154164e-02,1.121014420823e-02,-3.353385048898e+01,-2.859504868629e-02,-2.350850118891e-02,-2.863175963408e+01
2.735000000000e+08,8.079911827716e-01,-4.377930957449e-01,-7.339389414557e-01,6.732758939938e-01,-5.122670038861e-01,-1.452581133003e+00,3.401901960826e+01,-1.915690499359e+02,3.850327376532e+01,-1.387632747398e+02,1.819588882037e-02,1.118227795830e-02,-3.340907830289e+01,-2.946105565254e-02,-2.323808646983e-02,-2.851408923571e+01
2.740000000000e+08,8.054071998740e-01,-4.396811899508e-01,-7.468775045978e-01,6.688649474870e-01,-5.134156777168e-01,-1.481450738448e+00,3.417156691751e+01,-1.901851182487e+02,3.871762337386e+01,-1.375542044983e+02,1.857745284189e-02,1.115027313627e-02,-3.328410337342e+01,-3.033545196428e-02,-2.294524029289e-02,-2.839614404543e+01
2.745000000000e+08,8.027831219811e-01,-4.415694853483e-01,-7.600808893870e-01,6.643964735697e-01,-5.145216693289e-01,-1.510998247568e+00,3.432464254127e+01,-1.888032575263e+02,3.893404256871e+01,-1.363468749251e+02,1.896462507657e-02,1.111400774799e-02,-3.315892693115e+01,-3.121807332202e-02,-2.262922982711e-02,-2.827791222592e+01
2.750000000000e+08,8.001183001219e-01,-4.434575545633e-01,-7.735554683633e-01,6.598705916456e-01,-5.155831423336e-01,-1.541239211793e+00,3.447824843612e+01,-1.874234484103e+02,3.915253864900e+01,-1.351413458956e+02,1.935745639898e-02,1.107335705005e-02,-3.303355032762e+01,-3.210872184446e-02,-2.228928473503e-02,-2.815938544956e+01
2.755000000000e+08,7.974120775448e-01,-4.453449515950e-01,-7.873077901574e-01,6.552874832290e-01,-5.165982450457e-01,-1.572189282983e+00,3.463238656921e+01,-1.860456716435e+02,3.937311389414e+01,-1.339376771823e+02,1.975599701782e-02,1.102819350531e-02,-3.290797503973e+01,-3.300716167972e-02,-2.192459813492e-02,-2.804055889860e+01
2.760000000000e+08,7.946637898485e-01,-4.472312111699e-01,-8.013445848945e-01,6.506473925675e-01,-5.175651131297e-01,-1.603864212392e+00,3.478705891851e+01,-1.846699080678e+02,3.959576565677e+01,-1.327359281183e+02,2.016029640199e-02,1.097838673915e-02,-3.278220267428e+01,-3.391311460576e-02,-2.153432794110e-02,-2.792143124566e+01
2.765000000000e+08,7.918727651322e-01,-4.491158480779e-01,-8.156727697684e-01,6.459506271162e-01,-5.184818722418e-01,-1.636279850669e+00,3.494226747286e+01,-1.832961386239e+02,3.982048647699e+01,-1.315361572736e+02,2.057040320279e-02,1.092380349631e-02,-3.265623497258e+01,-3.482625564997e-02,-2.111759858678e-02,-2.780200461492e+01
2.770000000000e+08,7.890383241649e-01,-4.509983564905e-01,-8.302994548048e-01,6.411975578644e-01,-5.193466406582e-01,-1.669452148936e+00,3.509801423200e+01,-1.819243443498e+02,4.004726421606e+01,-1.303384221488e+02,2.098636517201e-02,1.086430759858e-02,-3.253007381525e+01,-3.574620875807e-02,-2.067350313194e-02,-2.768228452477e+01
2.775000000000e+08,7.861597805761e-01,-4.528782092604e-01,-8.452319488106e-01,6.363886195203e-01,-5.201575318785e-01,-1.703397160957e+00,3.525430120664e+01,-1.805545063797e+02,4.027608220787e+01,-1.291427788838e+02,2.140822907572e-02,1.079975990341e-02,-3.240372122718e+01,-3.667254254335e-02,-2.020110575614e-02,-2.756227981284e+01
2.780000000000e+08,7.832364410689e-01,-4.547548572021e-01,-8.604777655228e-01,6.315243105572e-01,-5.209126571959e-01,-1.738131046404e+00,3.541113041861e+01,-1.791866059430e+02,4.050691942645e+01,-1.279492819848e+02,2.183604060366e-02,1.073001826366e-02,-3.227717938262e+01,-3.760476614668e-02,-1.969944463403e-02,-2.744200254436e+01
2.785000000000e+08,7.802676056566e-01,-4.566277283546e-01,-8.760446299568e-01,6.266051931278e-01,-5.216101282251e-01,-1.773670075242e+00,3.556850390081e+01,-1.778206243630e+02,4.073975066780e+01,-1.267579840690e+02,2.226984427395e-02,1.065493748864e-02,-3.215045061042e+01,-3.854232523844e-02,-1.916753518876e-02,-2.732146790502e+01
2.790000000000e+08,7.772525679245e-01,-4.584962272248e-01,-8.919404849682e-01,6.216318928517e-01,-5.222480593788e-01,-1.810030633241e+00,3.572642369731e+01,-1.764565430562e+02,4.097454674418e+01,-1.255689356275e+02,2.270968333305e-02,1.057436930652e-02,-3.202353739939e+01,-3.948459819273e-02,-1.860437371624e-02,-2.720069407975e+01
2.795000000000e+08,7.741906153182e-01,-4.603597340119e-01,-9.081734980329e-01,6.166050984834e-01,-5.228245702861e-01,-1.847229228612e+00,3.588489186357e+01,-1.750943435308e+02,4.121127468938e+01,-1.243821848076e+02,2.315559965064e-02,1.048816232843e-02,-3.189644240394e+01,-4.043089246421e-02,-1.800894137081e-02,-2.707970211857e+01
2.800000000000e+08,7.710810294606e-01,-4.622176038137e-01,-9.247520682448e-01,6.115255614676e-01,-5.233377881450e-01,-1.885282499779e+00,3.604391046626e+01,-1.737340073859e+02,4.144989797304e+01,-1.231977772131e+02,2.360763360937e-02,1.039616201439e-02,-3.176916844973e+01,-4.138044119701e-02,-1.738020850049e-02,-2.695851579118e+01
2.805000000000e+08,7.679230864977e-01,-4.640691658136e-01,-9.416848335568e-01,6.063940953893e-01,-5.237858500032e-01,-1.924207224281e+00,3.620348158358e+01,-1.723755163106e+02,4.169037672260e+01,-1.220157557246e+02,2.406582398922e-02,1.029821064125e-02,-3.164171853958e+01,-4.233240009485e-02,-1.671713931783e-02,-2.683716143174e+01
2.810000000000e+08,7.647160574769e-01,-4.659137224496e-01,-9.589806782511e-01,6.012115753265e-01,-5.241669049606e-01,-1.964020328794e+00,3.636360730512e+01,-1.710188520823e+02,4.193266795125e+01,-1.208361603380e+02,2.453020784619e-02,1.019414727294e-02,-3.151409585952e+01,-4.328584458011e-02,-1.601869688988e-02,-2.671566777539e+01
2.815000000000e+08,7.614592087578e-01,-4.677505485640e-01,-9.766487406689e-01,5.959789371157e-01,-5.244791162901e-01,-2.004738900286e+00,3.652428973216e+01,-1.696639965667e+02,4.217672579037e+01,-1.196590280217e+02,2.500082038527e-02,1.008380773320e-02,-3.138630378503e+01,-4.423976726880e-02,-1.528384842892e-02,-2.659406578810e+01
2.820000000000e+08,7.581518024587e-01,-4.695788905364e-01,-9.946984211845e-01,5.906971765355e-01,-5.247206634706e-01,-2.046380198273e+00,3.668553097742e+01,-1.683109317157e+02,4.242250172503e+01,-1.184843925930e+02,2.547769482735e-02,9.967024581089e-03,-3.125834588744e+01,-4.519307578710e-02,-1.451157086331e-02,-2.647238849138e+01
2.825000000000e+08,7.547930969392e-01,-4.713979653970e-01,-1.013139390464e+00,5.853673484205e-01,-5.248897441309e-01,-2.088961668188e+00,3.684733316558e+01,-1.669596395672e+02,4.266994483127e+01,-1.173122846110e+02,2.596086226994e-02,9.843627089544e-03,-3.113022594045e+01,-4.614459095370e-02,-1.370085666580e-02,-2.635067078347e+01
2.830000000000e+08,7.513823473231e-01,-4.732069599245e-01,-1.031981597974e+00,5.799905657125e-01,-5.249845759002e-01,-2.132500955825e+00,3.700969843292e+01,-1.656101022436e+02,4.291900201380e+01,-1.161427312890e+02,2.645035154147e-02,9.713441227287e-03,-3.100194792697e+01,-4.709304535042e-02,-1.285071991481e-02,-2.622894925837e+01
2.835000000000e+08,7.479188060610e-01,-4.750050297255e-01,-1.051235280802e+00,5.745679984587e-01,-5.250033981647e-01,-2.177015922875e+00,3.717262892765e+01,-1.642623019512e+02,4.316961824300e+01,-1.149757564219e+02,2.694618904884e-02,9.576289644347e-03,-3.087351604597e+01,-4.803708230234e-02,-1.196020256235e-02,-2.610726202433e+01
2.840000000000e+08,7.444017235368e-01,-4.767912982987e-01,-1.070910972751e+00,5.691008727661e-01,-5.249444737288e-01,-2.222524663508e+00,3.733612680993e+01,-1.629162209788e+02,4.342173679013e+01,-1.138113803315e+02,2.744839861827e-02,9.431991661566e-03,-3.074493471966e+01,-4.897525528629e-02,-1.102838088061e-02,-2.598564852290e+01
2.845000000000e+08,7.408303487196e-01,-4.785648560824e-01,-1.091019513747e+00,5.635904697210e-01,-5.248060903804e-01,-2.269045522002e+00,3.750019425197e+01,-1.615718416971e+02,4.367529945969e+01,-1.126496198266e+02,2.795700132890e-02,9.280363264428e-03,-3.061620860075e+01,-4.990602778504e-02,-1.005437205765e-02,-2.586414935001e+01
2.850000000000e+08,7.372039298628e-01,-4.803247594887e-01,-1.111572059561e+00,5.580381242827e-01,-5.245865623621e-01,-2.316597111396e+00,3.766483343800e+01,-1.602291465574e+02,4.393024681802e+01,-1.114904881787e+02,2.847201533922e-02,9.121217101555e-03,-3.048734257995e+01,-5.082777360209e-02,-9.037340911227e-03,-2.574280608022e+01
2.855000000000e+08,7.335217152540e-01,-4.820700299219e-01,-1.132580091857e+00,5.524452241599e-01,-5.242842317485e-01,-2.365198333143e+00,3.783004656450e+01,-1.588881180909e+02,4.418651841733e+01,-1.103339951111e+02,2.899345570590e-02,8.954362488285e-03,-3.035834179365e+01,-5.173877765011e-02,-7.976506688652e-03,-2.562166109503e+01
2.860000000000e+08,7.297829540162e-01,-4.837996527861e-01,-1.154055428578e+00,5.468132086785e-01,-5.238974697326e-01,-2.414868397749e+00,3.799583584016e+01,-1.575487389076e+02,4.444405301442e+01,-1.091801468027e+02,2.952133419494e-02,8.779605415719e-03,-3.022921163176e+01,-5.263723722341e-02,-6.871149919321e-03,-2.550075741638e+01
2.865000000000e+08,7.259868969656e-01,-4.855125764790e-01,-1.176010234675e+00,5.411435676488e-01,-5.234246778238e-01,-2.465626846374e+00,3.816220348604e+01,-1.562109916955e+02,4.470278878332e+01,-1.080289459035e+02,3.005565908484e-02,8.596748565680e-03,-3.009995774579e+01,-5.352126376289e-02,-5.720619285746e-03,-2.538013854612e+01
2.870000000000e+08,7.221327975250e-01,-4.872077113775e-01,-1.198457033208e+00,5.354378402407e-01,-5.228642889613e-01,-2.517493573368e+00,3.832915173562e+01,-1.548748592195e+02,4.496266352141e+01,-1.068803915621e+02,3.059643496166e-02,8.405591332023e-03,-2.997058605706e+01,-5.438888511906e-02,-4.524338478123e-03,-2.525984831211e+01
2.875000000000e+08,7.182199126992e-01,-4.888839288130e-01,-1.221408716810e+00,5.296976138729e-01,-5.222147685470e-01,-2.570488849730e+00,3.849668283480e+01,-1.535403243204e+02,4.522361484833e+01,-1.057344794649e+02,3.114366250574e-02,8.205929848794e-03,-2.984110276512e+01,-5.523804831654e-02,-3.281812996884e-03,-2.513993072156e+01
2.880000000000e+08,7.142475041119e-01,-4.905400600398e-01,-1.244878559547e+00,5.239245231240e-01,-5.214746154036e-01,-2.624633347460e+00,3.866479904221e+01,-1.522073699143e+02,4.548558039746e+01,-1.045912018848e+02,3.169733826980e-02,7.997557025711e-03,-2.971151435642e+01,-5.606662282070e-02,-1.992636867313e-03,-2.502042982216e+01
2.885000000000e+08,7.102148391096e-01,-4.921748951989e-01,-1.268880229167e+00,5.181202486725e-01,-5.206423626619e-01,-2.679948164782e+00,3.883350262898e+01,-1.508759789916e+02,4.574849799935e+01,-1.034505477401e+02,3.225745444845e-02,7.780262591518e-03,-2.958182761304e+01,-5.687240430472e-02,-6.564992300340e-04,-2.490138957133e+01
2.890000000000e+08,7.061211919323e-01,-4.937871822776e-01,-1.293427799778e+00,5.122865162694e-01,-5.197165785848e-01,-2.736454852218e+00,3.900279587910e+01,-1.495461346156e+02,4.601230585700e+01,-1.023125026611e+02,3.282399863866e-02,7.553833145738e-03,-2.945204962171e+01,-5.765311891250e-02,7.268092287808e-04,-2.478285371383e+01
2.895000000000e+08,7.019658449573e-01,-4.953756260687e-01,-1.318535764942e+00,5.064250957509e-01,-5.186958673338e-01,-2.794175439489e+00,3.917268108937e+01,-1.482178199225e+02,4.627694271269e+01,-1.011770490653e+02,3.339695359125e-02,7.318052219421e-03,-2.932218778298e+01,-5.840642801053e-02,2.157390043545e-03,-2.466486566799e+01
2.900000000000e+08,6.977480900161e-01,-4.969388871309e-01,-1.344219051219e+00,5.005378000948e-01,-5.175788696848e-01,-2.853132463222e+00,3.934316056944e+01,-1.468910181196e+02,4.654234800612e+01,-1.000441662396e+02,3.397629695314e-02,7.072700345472e-03,-2.919224982056e+01,-5.912993341900e-02,3.635230967411e-03,-2.454746842058e+01
2.905000000000e+08,6.934672297887e-01,-4.984755807532e-01,-1.370493032174e+00,4.946264845235e-01,-5.163642637012e-01,-2.913348995435e+00,3.951423664207e+01,-1.455657124851e+02,4.680846202381e+01,-9.891383042864e+01,3.456200100027e-02,6.817555139197e-03,-2.906224379083e+01,-5.982118311004e-02,5.160200237608e-03,-2.443070443036e+01
2.910000000000e+08,6.891225792788e-01,-4.999842759269e-01,-1.397373542853e+00,4.886930456586e-01,-5.150507653715e-01,-2.974848672785e+00,3.968591164297e+01,-1.442418863667e+02,4.707522603970e+01,-9.778601492866e+01,3.515403236102e-02,6.552391389717e-03,-2.893217809254e+01,-6.047767735827e-02,6.732041142412e-03,-2.431461554017e+01
2.915000000000e+08,6.847134673711e-01,-5.014634943268e-01,-1.424876894760e+00,4.827394207282e-01,-5.136371292189e-01,-3.037655726555e+00,3.985818792115e+01,-1.429195231813e+02,4.734258244679e+01,-9.666069018659e+01,3.575235173013e-02,6.276981162922e-03,-2.880206147670e+01,-6.109687532649e-02,8.350366923302e-03,-2.419924289756e+01
2.920000000000e+08,6.802392384755e-01,-5.029117093075e-01,-1.453019891343e+00,4.767675868289e-01,-5.121221488920e-01,-3.101795013356e+00,4.003106783882e+01,-1.415986064135e+02,4.761047488006e+01,-9.553782390311e+01,3.635691357292e-02,5.991093916686e-03,-2.867190305654e+01,-6.167620206690e-02,1.001465604478e-02,-2.408462688366e+01
2.925000000000e+08,6.756992542604e-01,-5.043273449162e-01,-1.481819844005e+00,4.707795602428e-01,-5.105046577435e-01,-3.167292046525e+00,4.020455377153e+01,-1.402791196153e+02,4.787884833053e+01,-9.441738113936e+01,3.696766581993e-02,5.694496629059e-03,-2.854171231773e+01,-6.221305591571e-02,1.172424786310e-02,-2.397080705002e+01
2.930000000000e+08,6.710928954777e-01,-5.057087749274e-01,-1.511294588678e+00,4.647773958109e-01,-5.087835294067e-01,-3.234173028191e+00,4.037864810828e+01,-1.389610464049e+02,4.814764925062e+01,-9.329932442663e+01,3.758454955179e-02,5.386953940206e-03,-2.841149912868e+01,-6.270481625703e-02,1.347833872364e-02,-2.385782206325e+01
2.935000000000e+08,6.664195638831e-01,-5.070543219035e-01,-1.541462502952e+00,4.587631863606e-01,-5.069576783766e-01,-3.302464882002e+00,4.055335325162e+01,-1.376443704660e+02,4.841682565106e+01,-9.218361387831e+01,3.820749867448e-02,5.068228308863e-03,-2.828127375098e+01,-6.314885162937e-02,1.527597851534e-02,-2.374570965706e+01
2.940000000000e+08,6.616786842543e-01,-5.083622562864e-01,-1.572342523808e+00,4.527390621868e-01,-5.050260606046e-01,-3.372195286466e+00,4.072867161765e+01,-1.363290755469e+02,4.868632718923e+01,-9.107020730379e+01,3.883643958495e-02,4.738080184123e-03,-2.815104685000e+01,-6.354252814648e-02,1.711606770842e-02,-2.363450659131e+01
2.945000000000e+08,6.568697065100e-01,-5.096307955241e-01,-1.603954165953e+00,4.467071905836e-01,-5.029876741145e-01,-3.443392708912e+00,4.090460563623e+01,-1.350151454597e+02,4.895610524944e+01,-8.995906032349e+01,3.947129082726e-02,4.396268193380e-03,-2.802082950555e+01,-6.388321820184e-02,1.899735490028e-02,-2.352424861785e+01
2.950000000000e+08,6.519921079317e-01,-5.108581032390e-01,-1.636317540809e+00,4.406697754245e-01,-5.008415596477e-01,-3.516086440013e+00,4.108115775101e+01,-1.337025640797e+02,4.922611301510e+01,-8.885012648472e+01,4.011196273927e-02,4.042549347273e-03,-2.789063322272e+01,-6.416830942465e-02,2.091843489199e-02,-2.341497045257e+01
2.955000000000e+08,6.470453954921e-01,-5.120422884431e-01,-1.669453376144e+00,4.346290567855e-01,-4.985868013459e-01,-3.590306628873e+00,4.125833041953e+01,-1.323913153440e+02,4.949630553315e+01,-8.774335737783e+01,4.075835709027e-02,3.676679262509e-03,-2.776046994271e+01,-6.439521385328e-02,2.287774731588e-02,-2.330670575344e+01
2.960000000000e+08,6.420291082915e-01,-5.131814048062e-01,-1.703383036407e+00,4.285873106090e-01,-4.962225274762e-01,-3.666084318634e+00,4.143612611330e+01,-1.310813832513e+02,4.976663977100e+01,-8.663870275219e+01,4.141036670949e-02,3.298412403441e-03,-2.763035205381e+01,-6.456137729081e-02,2.487357583239e-02,-2.319948710400e+01
2.965000000000e+08,6.369428201046e-01,-5.142734499837e-01,-1.738128543769e+00,4.225468484007e-01,-4.937479112088e-01,-3.743451482561e+00,4.161454731790e+01,-1.297727518609e+02,5.003707466606e+01,-8.553611063167e+01,4.206787510614e-02,2.907502343310e-03,-2.750029240240e+01,-6.466428880564e-02,2.690404791198e-02,-2.309334600203e+01
2.970000000000e+08,6.317861420407e-01,-5.153163650112e-01,-1.773712599911e+00,4.165100169552e-01,-4.911621714503e-01,-3.822441060590e+00,4.179359653311e+01,-1.284654052917e+02,5.030757116846e+01,-8.443552742914e+01,4.273075608100e-02,2.503702046067e-03,-2.737030430400e+01,-6.470149033928e-02,2.896713521547e-02,-2.298831285289e+01
2.975000000000e+08,6.265587253169e-01,-5.163080337734e-01,-1.810158608585e+00,4.104791981032e-01,-4.884645737411e-01,-3.903086996269e+00,4.197327627294e+01,-1.271593277215e+02,5.057809227695e+01,-8.333689805971e+01,4.339887333028e-02,2.086764169680e-03,-2.724040155431e+01,-6.467058638210e-02,3.106065458340e-02,-2.288441696719e+01
2.980000000000e+08,6.212602641489e-01,-5.172462825545e-01,-1.847490698982e+00,4.044568084729e-01,-4.856544312203e-01,-3.985424274061e+00,4.215358906579e+01,-1.258545033867e+02,5.084860306836e+01,-8.224016605234e+01,4.407208004201e-02,1.656441391881e-03,-2.711059844029e+01,-6.456925367721e-02,3.318226964274e-02,-2.278168656244e+01
2.985000000000e+08,6.158904987576e-01,-5.181288796795e-01,-1.885733749936e+00,3.984452992583e-01,-4.827311056638e-01,-4.069488956928e+00,4.233453745449e+01,-1.245509165805e+02,5.111907072111e+01,-8.114527365960e+01,4.475021848572e-02,1.212486759255e-03,-2.698090975115e+01,-6.439525091169e-02,3.532949303620e-02,-2.268014876820e+01
2.990000000000e+08,6.104492184944e-01,-5.189535352536e-01,-1.924913415011e+00,3.924471559862e-01,-4.796940085988e-01,-4.155318224147e+00,4.251612399647e+01,-1.232485516532e+02,5.138946453276e+01,-8.005216196519e+01,4.543311959595e-02,7.546540606270e-04,-2.685135078937e+01,-6.414642835427e-02,3.749968927692e-02,-2.257982963458e+01
2.995000000000e+08,6.049362650847e-01,-5.197179010108e-01,-1.965056148491e+00,3.864648982720e-01,-4.765426024992e-01,-4.242950409244e+00,4.269835126378e+01,-1.219473930107e+02,5.165975593216e+01,-7.896077098915e+01,4.612060255043e-02,2.826982256293e-04,-2.672193738151e+01,-6.382073739789e-02,3.969007822833e-02,-2.248075414349e+01
3.000000000000e+08,5.993515359901e-01,-5.204195702794e-01,-2.006189232330e+00,3.805010795577e-01,-4.732764020627e-01,-4.332425037970e+00,4.288122184323e+01,-1.206474251140e+02,5.192991848648e+01,-7.787103979033e+01,4.681247434366e-02,-2.036242506151e-04,-2.659268588906e+01,-6.341623996569e-02,4.189773920641e-02,-2.238294622253e+01
3.005000000000e+08,5.936949878881e-01,-5.210560780758e-01,-2.048340804101e+00,3.745582868201e-01,-4.698949755727e-01,-4.423782866168e+00,4.306473833648e+01,-1.193486324786e+02,5.219992790330e+01,-7.678290656613e+01,4.750852935700e-02,-7.045548558313e-04,-2.646361321900e+01,-6.293111773903e-02,4.411961569836e-02,-2.228642876111e+01
3.010000000000e+08,5.879666402693e-01,-5.216249013367e-01,-2.091539885981e+00,3.686391402414e-01,-4.663979463455e-01,-4.517065917405e+00,4.324890336014e+01,-1.180509996734e+02,5.246976202824e+01,-7.569630874926e+01,4.820854892617e-02,-1.220332581091e-03,-2.633473683429e+01,-6.236368116637e-02,4.635252068952e-02,-2.219122362852e+01
3.015000000000e+08,5.821665791496e-01,-5.221234593004e-01,-2.135816414834e+00,3.627462928313e-01,-4.627849942623e-01,-4.612317520179e+00,4.343371954587e+01,-1.167545113201e+02,5.273940083842e+01,-7.461118310127e+01,4.891230090742e-02,-1.751193412654e-03,-2.620607476407e+01,-6.171237821241e-02,4.859314258677e-02,-2.209735169372e+01
3.020000000000e+08,5.762949608959e-01,-5.225491140486e-01,-2.181201273431e+00,3.568824299914e-01,-4.590558573865e-01,-4.709582344484e+00,4.361918954054e+01,-1.154591520927e+02,5.300882643195e+01,-7.352746580298e+01,4.961953924361e-02,-2.297369794378e-03,-2.607764561367e+01,-6.097580280733e-02,5.083805172472e-02,-2.200483284657e+01
3.025000000000e+08,5.703520161609e-01,-5.228991712217e-01,-2.227726322875e+00,3.510502690109e-01,-4.552103336632e-01,-4.808906437492e+00,4.380531600620e+01,-1.141649067163e+02,5.327802301391e+01,-7.244509254142e+01,5.033000353163e-02,-2.859090059974e-03,-2.594946857425e+01,-6.015270295728e-02,5.308370743761e-02,-2.191368602022e+01
3.030000000000e+08,5.643380539255e-01,-5.231708809171e-01,-2.275424436287e+00,3.452525584851e-01,-4.512482826991e-01,-4.910337258029e+00,4.399210162033e+01,-1.128717599667e+02,5.354697687904e+01,-7.136399859347e+01,5.104341859273e-02,-3.436577834450e-03,-2.582156343214e+01,-5.924198847770e-02,5.532646567752e-02,-2.182392921455e+01
3.035000000000e+08,5.582534656421e-01,-5.233614387859e-01,-2.324329533804e+00,3.394920776448e-01,-4.471696276199e-01,-5.013923709493e+00,4.417954907586e+01,-1.115796966697e+02,5.381567639151e+01,-7.028411890589e+01,5.175949404739e-02,-4.030051404163e-03,-2.569395057782e+01,-5.824273831284e-02,5.756258715697e-02,-2.173557952035e+01
3.040000000000e+08,5.520987294744e-01,-5.234679873390e-01,-2.374476618988e+00,3.337716355887e-01,-4.429743569997e-01,-5.119716170779e+00,4.436766108125e+01,-1.102887017001e+02,5.408411196196e+01,-6.920538817193e+01,5.247792389657e-02,-4.639723054973e-03,-2.556665101438e+01,-5.715420740592e-02,5.978824599115e-02,-2.164865314413e+01
3.045000000000e+08,5.458744146265e-01,-5.234876174760e-01,-2.425901816691e+00,3.280940704078e-01,-4.386625268579e-01,-5.227766524680e+00,4.455644036068e+01,-1.089987599811e+02,5.435227602228e+01,-6.812774090429e+01,5.319838611127e-02,-5.265798378099e-03,-2.543968636562e+01,-5.597583308599e-02,6.199953881294e-02,-2.156316543335e+01
3.050000000000e+08,5.395811857551e-01,-5.234173702504e-01,-2.478642412474e+00,3.224622481937e-01,-4.342342627178e-01,-5.338128183171e+00,4.474588965415e+01,-1.077098564839e+02,5.462016299818e+01,-6.705111150458e+01,5.392054223264e-02,-5.908475543397e-03,-2.531307888342e+01,-5.470724093944e-02,6.419249433145e-02,-2.147913090193e+01
3.055000000000e+08,5.332198074545e-01,-5.232542388851e-01,-2.532736893653e+00,3.168790619200e-01,-4.296897617192e-01,-5.450856108819e+00,4.493601171751e+01,-1.064219762264e+02,5.488776928011e+01,-6.597543432925e+01,5.464403698473e-02,-6.567944539876e-03,-2.518685145472e+01,-5.334825013580e-02,6.636308330261e-02,-2.139656325595e+01
3.060000000000e+08,5.267911488059e-01,-5.229951710507e-01,-2.588224992085e+00,3.113474301917e-01,-4.250292947785e-01,-5.566006831478e+00,4.512680932262e+01,-1.051351042730e+02,5.515509319251e+01,-6.490064375193e+01,5.536849790246e-02,-7.244386383438e-03,-2.506102760768e+01,-5.189887817963e-02,6.850722887823e-02,-2.131547541925e+01
3.065000000000e+08,5.202961879793e-01,-5.226370714206e-01,-2.645147728778e+00,3.058702958504e-01,-4.202532087863e-01,-5.683638459218e+00,4.531828525749e+01,-1.038492257336e+02,5.542213496186e+01,-6.382667422236e+01,5.609353497728e-02,-7.937972291969e-03,-2.493563151721e+01,-5.035934506247e-02,7.062081729827e-02,-2.123587955908e+01
3.070000000000e+08,5.137360168759e-01,-5.221768045176e-01,-2.703547460440e+00,3.004506244312e-01,-4.153619288344e-01,-5.803810682284e+00,4.551044232628e+01,-1.025643257631e+02,5.568889668375e+01,-6.275346032187e+01,5.681874032339e-02,-8.648862828065e-03,-2.481068800963e+01,-4.873007679112e-02,7.269970888897e-02,-2.115778711148e+01
3.075000000000e+08,5.071118457977e-01,-5.216111978630e-01,-2.763467928090e+00,2.950914024632e-01,-4.103559604623e-01,-5.926584768635e+00,4.570328334959e+01,-1.012803895606e+02,5.595538228906e+01,-6.168093681551e+01,5.754368786723e-02,-9.377207009886e-03,-2.468622256658e+01,-4.701170827094e-02,7.473974932812e-02,-2.108120880633e+01
3.080000000000e+08,5.004250081284e-01,-5.209370454442e-01,-2.824954307859e+00,2.897956356071e-01,-4.052358919108e-01,-6.052023549368e+00,4.589681116441e+01,-9.999740236867e+01,5.622159750971e+01,-6.060903870090e+01,5.826793306356e-02,-1.012314139082e-02,-2.456226132791e+01,-4.520508552531e-02,7.673678113727e-02,-2.100615469215e+01
3.085000000000e+08,4.936769650093e-01,-5.201511115119e-01,-2.888053264108e+00,2.845663466254e-01,-4.000023963745e-01,-6.180191391999e+00,4.609102862429e+01,-9.871534947282e+01,5.648754984399e+01,-5.953770125396e+01,5.899101264114e-02,-1.088678910886e-02,-2.443883109360e+01,-4.331126723534e-02,7.868665535915e-02,-2.093263416037e+01
3.090000000000e+08,4.868693099931e-01,-5.192501347192e-01,-2.952813005043e+00,2.794065731804e-01,-3.946562342378e-01,-6.311154159228e+00,4.628593859950e+01,-9.743421620071e+01,5.675324852186e+01,-5.846686007147e+01,5.971244438141e-02,-1.166825890686e-02,-2.431595932468e+01,-4.133152558614e-02,8.058524337797e-02,-2.086065596915e+01
3.095000000000e+08,4.800037736538e-01,-5.182308326159e-01,-3.019283340959e+00,2.743193654555e-01,-3.891982552851e-01,-6.444979150373e+00,4.648154397705e+01,-9.615398792146e+01,5.701870447026e+01,-5.739645111081e+01,6.043172693381e-02,-1.246764412498e-02,-2.419367414287e+01,-3.926734640924e-02,8.242844883886e-02,-2.079022826668e+01
3.100000000000e+08,4.730822281339e-01,-5.170899065073e-01,-3.087515745323e+00,2.693077835978e-01,-3.836294008709e-01,-6.581735022156e+00,4.667784766091e+01,-9.487465004504e+01,5.728393027872e+01,-5.632641072674e+01,6.114833967124e-02,-1.328502166718e-02,-2.407200432912e+01,-3.712042861328e-02,8.421221962222e-02,-2.072135861382e+01
3.105000000000e+08,4.661066916038e-01,-5.158240466886e-01,-3.157563418869e+00,2.643748949806e-01,-3.779507060358e-01,-6.721491684915e+00,4.687485257208e+01,-9.359618802154e+01,5.754894016539e+01,-5.525667570554e+01,6.186174258949e-02,-1.412045094343e-02,-2.395097932076e+01,-3.489268289813e-02,8.593255982831e-02,-2.065405400619e+01
