step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m,dMdt_native_A_m_s
2364,1.6445476067368043e-11,5.865118507175262e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817750697666016e-05,165093.27382340876,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710235.02507164,1.6445476067368043e-11,3.3333333333333337e-06,6.9375e-05,15.840704149113062,7646715559612354.0,7646715559612354.0,41710235.02507164,426248843733.3732,0.0319518206817152,426248843733.3732,0.0319518206817152,2.3460474197216105e-12,2.3460474197216105e-12,2.3460474197216105e-12,4.1951360336365604e-12,5.859315786160014e-12,3.914541843166743e-05,3.914541843166743e-05,3.914541843166743e-05,1.9969149979108364e-05,3.7227791586411526e-05,2.2618707801670185e-07,2.2618707801670185e-07,2.2618707801670185e-07,5.696643865457727e-06,1.062005497415465e-05,96411.98047204944,96411.98047204944,96411.98047204944,971988.7170595964,1760007.779988389,400.0000028731739,38564792.46582816,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710235.02507164,7646715559612354.0,0.0319518206817152,426248843733.3732,2.3460474197216105e-12,2.2618707801670185e-07,96411.98047204944,32034497.219966665,3897385662265041.0,0.0326884552582396,295848018217.88245,0.365941637900272,0.365941637900272,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.0592187689447264e-16,-5.575948179697335e-13,0.024358166837103568
2365,1.6451341185917348e-11,5.865118549304027e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.81784744752681e-05,164958.06517837622,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710234.80668888,1.6451341185917348e-11,3.3333333333333337e-06,6.9375e-05,15.840704066175704,7648312129611341.0,7648312129611341.0,41710234.80668888,426248840671.856,0.0319518206906275,426248840671.856,0.0319518206906275,2.346047436572013e-12,2.346047436572013e-12,2.346047436572013e-12,4.19513599924883e-12,5.859315705657964e-12,3.9153591677251006e-05,3.9153591677251006e-05,3.9153591677251006e-05,1.997072822507928e-05,3.723530533203384e-05,2.2613986184936526e-07,2.2613986184936526e-07,2.2613986184936526e-07,5.732173689126992e-06,1.0687604133676856e-05,96391.8539429856,96391.8539429856,96391.8539429856,977860.8824396767,1771183.0080866986,400.00000287298576,38556741.854126655,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710234.80668888,7648312129611341.0,0.0319518206906275,426248840671.856,2.346047436572013e-12,2.2613986184936526e-07,96391.8539429856,32034497.204045035,3897715554963474.0,0.0326884552494492,295848017859.03253,0.3660080014871356,0.3660080014871356,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.080440304704941e-16,-5.574519319056968e-13,0.024365709547801373
2366,1.6457206304508778e-11,5.865118591430033e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.81794411811271e-05,164822.90066751937,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710234.58832053,1.6457206304508778e-11,3.3333333333333337e-06,6.9375e-05,15.84070398324382,7649904385880662.0,7649904385880662.0,41710234.58832053,426248837610.54095,0.0319518206995393,426248837610.54095,0.0319518206995393,2.3460474534213024e-12,2.3460474534213024e-12,2.3460474534213024e-12,4.195135964835044e-12,5.859315625107412e-12,3.916174283979487e-05,3.916174283979487e-05,3.916174283979487e-05,1.997230447925567e-05,3.724279900374095e-05,2.260927928826157e-07,2.260927928826157e-07,2.260927928826157e-07,5.768028519896018e-06,1.075577067420808e-05,96371.79015833575,96371.79015833575,96371.79015833575,983786.8387033443,1782460.3823938526,400.000002872796,38548716.34019079,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710234.58832053,7649904385880662.0,0.0319518206995393,426248837610.54095,2.3460474534213024e-12,2.260927928826157e-07,96371.79015833575,32034497.18818617,3898044980662967.0,0.0326884552406506,295848017500.98175,0.3660741945570055,0.3660741945570055,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.1016369393889296e-16,-5.573090024186351e-13,0.024372973322755342
2367,1.6463071423142332e-11,5.865118633553257e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818040709449329e-05,164687.77982851543,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710234.36996677,1.6463071423142332e-11,3.3333333333333337e-06,6.9375e-05,15.840703900317475,7651492332301979.0,7651492332301979.0,41710234.36996677,426248834549.4303,0.0319518207084504,426248834549.4303,0.0319518207084504,2.3460474702694682e-12,2.3460474702694682e-12,2.3460474702694682e-12,4.195135930395221e-12,5.859315544508398e-12,3.916987193917014e-05,3.916987193917014e-05,3.916987193917014e-05,1.9973878749766387e-05,3.725027262022977e-05,2.260458708302733e-07,2.260458708302733e-07,2.260458708302733e-07,5.804212143678844e-06,1.0824561789242555e-05,96351.78899611504,96351.78899611504,96351.78899611504,989767.2121845871,1793841.0930542124,400.00000287260434,38540715.87522659,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710234.36996677,7651492332301979.0,0.0319518207084504,426248834549.4303,2.3460474702694682e-12,2.260458708302733e-07,96351.78899611504,32034497.172390096,3898373940966981.5,0.0326884552318438,295848017143.73047,0.3661402172878771,0.3661402172878771,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.122808572754381e-16,-5.571660311467422e-13,0.02437995740993415
2368,1.6468936541818005e-11,5.865118675673671e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818137221562016e-05,164552.70221095835,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710234.15162756,1.6468936541818005e-11,3.3333333333333337e-06,6.9375e-05,15.840703817396657,7653075972783758.0,7653075972783758.0,41710234.15162756,426248831488.5237,0.031951820717361,426248831488.5237,0.031951820717361,2.3460474871165108e-12,2.3460474871165108e-12,2.3460474871165108e-12,4.195135895929419e-12,5.859315463861037e-12,3.917797899538522e-05,3.917797899538522e-05,3.917797899538522e-05,1.9975451044733807e-05,3.7257726200320085e-05,2.2599909540619577e-07,2.2599909540619577e-07,2.2599909540619577e-07,5.840728399764208e-06,1.0893984773686418e-05,96331.85033435433,96331.85033435433,96331.85033435433,995802.638048118,1805326.3469905048,400.0000028724129,38532740.41044658,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710234.15162756,7653075972783758.0,0.031951820717361,426248831488.5237,2.3460474871165108e-12,2.2599909540619577e-07,96331.85033435433,32034497.156656675,3898702437478359.0,0.0326884552230289,295848016787.277,0.3662060698587284,0.3662060698587284,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.143955104534766e-16,-5.570230197326274e-13,0.02438666105497589
2369,1.6474801660535796e-11,5.8651187177912774e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818233654475852e-05,164417.6673594578,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710233.93330293,1.6474801660535796e-11,3.3333333333333337e-06,6.9375e-05,15.840703734481371,7654655311261319.0,7654655311261319.0,41710233.93330293,426248828427.82153,0.031951820726271,426248828427.82153,0.031951820726271,2.3460475039624284e-12,2.3460475039624284e-12,2.3460475039624284e-12,4.195135861437669e-12,5.859315383165386e-12,3.9186064028585975e-05,3.9186064028585975e-05,3.9186064028585975e-05,1.9977021372273683e-05,3.726515976295475e-05,2.259524663242761e-07,2.259524663242761e-07,2.259524663242761e-07,5.8775811816963726e-06,1.096404702553126e-05,96311.97405109949,96311.97405109949,96311.97405109949,1001893.760435126,1816917.3681807497,400.00000287222105,38524789.897069074,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710233.93330293,7654655311261319.0,0.031951820726271,426248828427.82153,2.3460475039624284e-12,2.259524663242761e-07,96311.97405109949,32034497.140985847,3899030471799298.5,0.0326884552142058,295848016431.62067,0.3662717524495267,0.3662717524495267,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.165076434444804e-16,-5.568799698233332e-13,0.024393083501003332
2370,1.6480666779295703e-11,5.865118759906072e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818330008215652e-05,164282.67481658483,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710233.714993,1.6480666779295703e-11,3.3333333333333337e-06,6.9375e-05,15.840703651571676,7656230351696888.0,7656230351696888.0,41710233.714993,426248825367.3255,0.0319518207351803,426248825367.3255,0.0319518207351803,2.346047520807212e-12,2.346047520807212e-12,2.346047520807212e-12,4.195135826920009e-12,5.859315302421527e-12,3.919412705905594e-05,3.919412705905594e-05,3.919412705905594e-05,1.9978589740495124e-05,3.7272573327199855e-05,2.259059832984393e-07,2.259059832984393e-07,2.259059832984393e-07,5.9147744381725714e-06,1.1034756047559288e-05,96292.1600244104,96292.1600244104,96292.1600244104,1008041.2326117456,1828615.3979403472,400.0000028720276,38516864.2863179,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710233.714993,7656230351696888.0,0.0319518207351803,426248825367.3255,2.346047520807212e-12,2.259059832984393e-07,96292.1600244104,32034497.125377584,3899358045531353.0,0.0326884552053745,295848016076.7612,0.3663372652412304,0.3663372652412304,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.1861724621817167e-16,-5.56736883070347e-13,0.02439922398917105
2371,1.648653189809772e-11,5.86511880201803e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818426282805955e-05,164147.7241178877,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710233.49669777,1.648653189809772e-11,3.3333333333333337e-06,6.9375e-05,15.84070356866756,7657801098079647.0,7657801098079647.0,41710233.49669777,426248822307.0356,0.0319518207440891,426248822307.0356,0.0319518207440891,2.346047537650861e-12,2.346047537650861e-12,2.346047537650861e-12,4.195135792376495e-12,5.859315221629563e-12,3.920216810721677e-05,3.920216810721677e-05,3.920216810721677e-05,1.9980156157500527e-05,3.7279966912245135e-05,2.258596460426388e-07,2.258596460426388e-07,2.258596460426388e-07,5.952312173957423e-06,1.1106119449080728e-05,96272.40813235869,96272.40813235869,96272.40813235869,1014245.7171203432,1840421.6952095293,400.00000287183417,38508963.52942186,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710233.49669777,7657801098079647.0,0.0319518207440891,426248822307.0356,2.346047537650861e-12,2.258596460426388e-07,96272.40813235869,32034497.109831765,3899685160275409.0,0.0326884551965352,295848015722.69696,0.366402608415787,0.366402608415787,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.2072430874279294e-16,-5.565937611296134e-13,0.024405081757990388
2372,1.6492397016941848e-11,5.865118844127153e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818522478271048e-05,164012.81482895382,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710233.27841743,1.6492397016941848e-11,3.3333333333333337e-06,6.9375e-05,15.8407034857691,7659367554425787.0,7659367554425787.0,41710233.27841743,426248819246.9544,0.0319518207529972,426248819246.9544,0.0319518207529972,2.3460475544933613e-12,2.3460475544933613e-12,2.3460475544933613e-12,4.195135757807136e-12,5.859315140789531e-12,3.9210187193628246e-05,3.9210187193628246e-05,3.9210187193628246e-05,1.998172063138546e-05,3.728734053740397e-05,2.2581345427085405e-07,2.2581345427085405e-07,2.2581345427085405e-07,5.990198450814741e-06,1.117814494770424e-05,96252.71825302766,96252.71825302766,96252.71825302766,1020507.8859336976,1852337.5368463008,400.0000028716384,38501087.57761406,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710233.27841743,7659367554425787.0,0.0319518207529972,426248819246.9544,2.3460475544933613e-12,2.2581345427085405e-07,96252.71825302766,32034497.09434845,3900011817631682.0,0.0326884551876877,295848015369.4288,0.3664677821561407,0.3664677821561407,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.2282882098496534e-16,-5.564506056615519e-13,0.024410656044089762
2373,1.649826213582808e-11,5.865118886233403e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818618594634941e-05,163877.9464783994,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710233.06015189,1.649826213582808e-11,3.3333333333333337e-06,6.9375e-05,15.84070340287626,7660929724778557.0,7660929724778557.0,41710233.06015189,426248816187.0803,0.0319518207619048,426248816187.0803,0.0319518207619048,2.346047571334722e-12,2.346047571334722e-12,2.346047571334722e-12,4.195135723211994e-12,5.8593150599015394e-12,3.921818433898876e-05,3.921818433898876e-05,3.921818433898876e-05,1.9983283170238632e-05,3.729469422211375e-05,2.2576740769708734e-07,2.2576740769708734e-07,2.2576740769708734e-07,6.028437388457025e-06,1.1250840371140967e-05,96233.0902645094,96233.0902645094,96233.0902645094,1026828.420612068,1864364.2179248703,400.000002871444,38493236.38213169,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710233.06015189,7660929724778557.0,0.0319518207619048,426248816187.0803,2.346047571334722e-12,2.2576740769708734e-07,96233.0902645094,32034497.078927446,3900338019199697.5,0.0326884551788321,295848015016.95435,0.366532786646224,0.366532786646224,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.2493077291047154e-16,-5.563074183310619e-13,0.024415946081568052
2374,1.650412725475642e-11,5.865118928336805e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818714631921375e-05,163743.11860861455,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710232.84190131,1.650412725475642e-11,3.3333333333333337e-06,6.9375e-05,15.8407033199891,7662487613208319.0,7662487613208319.0,41710232.84190131,426248813127.4163,0.0319518207708117,426248813127.4163,0.0319518207708117,2.3460475881749264e-12,2.3460475881749264e-12,2.3460475881749264e-12,4.1951356885910974e-12,5.8593149789656525e-12,3.922615956413548e-05,3.922615956413548e-05,3.922615956413548e-05,1.9984843782141817e-05,3.73020279859361e-05,2.2572150603536e-07,2.2572150603536e-07,2.2572150603536e-07,6.0670331655130746e-06,1.1324213659043015e-05,96213.52404490515,96213.52404490515,96213.52404490515,1033208.0124633028,1876503.0520398605,400.00000287124686,38485409.89421484,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710232.84190131,7662487613208319.0,0.0319518207708117,426248813127.4163,2.3460475881749264e-12,2.2572150603536e-07,96213.52404490515,32034497.063568786,3900663766578283.0,0.0326884551699685,295848014665.27423,0.3665976220709723,0.3665976220709723,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.270301544840032e-16,-5.561642008075471e-13,0.02442095110220066
2375,1.6509992373726855e-11,5.865118970437317e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818810590153833e-05,163608.33078305653,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710232.62366566,1.6509992373726855e-11,3.3333333333333337e-06,6.9375e-05,15.840703237107611,7664041223812598.0,7664041223812598.0,41710232.62366566,426248810067.9616,0.031951820779718,426248810067.9616,0.031951820779718,2.3460476050139802e-12,2.3460476050139802e-12,2.3460476050139802e-12,4.195135653944502e-12,5.8593148979819725e-12,3.923411289004462e-05,3.923411289004462e-05,3.923411289004462e-05,1.998640247516976e-05,3.730934184855713e-05,2.256757489997101e-07,2.256757489997101e-07,2.256757489997101e-07,6.105990020514074e-06,1.1398272864877e-05,96194.0194723224,96194.0194723224,96194.0194723224,1039647.3627059706,1888755.3716162536,400.0000028710506,38477608.06510685,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710232.62366566,7664041223812598.0,0.031951820779718,426248810067.9616,2.3460476050139802e-12,2.256757489997101e-07,96194.0194723224,32034497.048272327,3900989061365556.0,0.0326884551610967,295848014314.38635,0.3666622886163137,0.3666622886163137,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.2912695566954864e-16,-5.560209547649186e-13,0.02442567033550347
2376,1.651585749273939e-11,5.8651190125349504e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.818906469355523e-05,163473.5825209184,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710232.40544512,1.651585749273939e-11,3.3333333333333337e-06,6.9375e-05,15.840703154231862,7665590560716133.0,7665590560716133.0,41710232.40544512,426248807008.7186,0.0319518207886238,426248807008.7186,0.0319518207886238,2.3460476218518672e-12,2.3460476218518672e-12,2.3460476218518672e-12,4.195135619272239e-12,5.859314816950575e-12,3.9242044337831713e-05,3.9242044337831713e-05,3.9242044337831713e-05,1.9987959257390108e-05,3.731663582978755e-05,2.256301363041891e-07,2.256301363041891e-07,2.256301363041891e-07,6.145312252898597e-06,1.1473026157833564e-05,96174.57642487518,96174.57642487518,96174.57642487518,1046147.1826356478,1901122.5282253432,400.0000028708517,38469830.84605302,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710232.40544512,7665590560716133.0,0.0319518207886238,426248807008.7186,2.3460476218518672e-12,2.256301363041891e-07,96174.57642487518,32034497.03303807,3901313905158906.0,0.0326884551522169,295848013964.2912,0.3667267864691808,0.3667267864691808,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.3122116643072673e-16,-5.558776818816179e-13,0.024430103008626247
