step,time_s,dt_s,topology,topology_status,roi_definition,roi_cell_count,E_peak_V_m,eta_peak,ne_peak_m3,nu_i_at_E_peak_s_1,tau_i_at_E_peak_s,sigma_e_peak_S_m,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,K_ion_abs_A_m_s,current_moment_z_A_m,dMdt_native_A_m_s
3545,3.545000000000251e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.76866309,8.49136057519709,3238928382735505.0,165445727076.1799,6.0442781912375865e-12,1.7345408702939927e-05,5.104629106432803e-07,84453.90739680054,0.0345518872340259,0.0345518872340259,-4.569851062287465e-13,-0.07334296334485657
3546,3.5460000000002517e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.76548672,8.491360573990772,3238801400429366.5,165445727036.26978,6.0442781926956345e-12,1.7344728675789116e-05,5.104829241381702e-07,84457.21852364052,0.0345503050475675,0.0345503050475675,-4.57058446992198e-13,-0.07333856142685136
3547,3.5470000000002518e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.76231318,8.491360572785522,3238674276136347.5,165445726996.39514,6.044278194152387e-12,1.7344047888256808e-05,5.105029615834337e-07,84460.53361298397,0.0345487214349508,0.0345487214349508,-4.571317833516003e-13,-0.07333415524638554
3548,3.548000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.759142496,8.491360571581362,3238547009868986.0,165445726956.55646,6.0442781956078256e-12,1.734336634041015e-05,5.105230229825505e-07,84463.85266540681,0.0345471363963081,0.0345471363963081,-4.572051153026908e-13,-0.07332974480388543
3549,3.549000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.755974628,8.49136057037827,3238419601639832.0,165445726916.75314,6.044278197061972e-12,1.734268403231635e-05,5.105431083390041e-07,84467.17568148517,0.0345455499317717,0.0345455499317717,-4.572784428412081e-13,-0.07332533009881104
3550,3.550000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.752809573,8.491360569176246,3238292051461447.5,165445726876.9851,6.044278198514829e-12,1.7342000964042676e-05,5.105632176562837e-07,84470.50266179621,0.0345439620414738,0.0345439620414738,-4.573517659628884e-13,-0.07332091113141814
3551,3.551000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.74964732,8.491360567975283,3238164359346407.5,165445726837.2523,6.0442781999664e-12,1.7341317135656486e-05,5.105833509378819e-07,84473.83360691773,0.0345423727255472,0.0345423727255472,-4.574250846634709e-13,-0.07331648790270151
3552,3.5520000000002522e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.746487945,8.49136056677542,3238036525307299.0,165445726797.55576,6.044278201416646e-12,1.734063254722517e-05,5.106035081872974e-07,84477.1685174291,0.0345407819841249,0.0345407819841249,-4.574983989386939e-13,-0.07331206041146743
3553,3.5530000000002523e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.74333136,8.491360565576612,3237908549356722.0,165445726757.89413,6.044278202865616e-12,1.7339947198816212e-05,5.10623689408032e-07,84480.50739390905,0.0345391898173393,0.0345391898173393,-4.575717087842939e-13,-0.07330762865834117
3554,3.554000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.74017764,8.491360564378892,3237780431507288.0,165445726718.26862,6.044278204313267e-12,1.7339261090497154e-05,5.106438946035924e-07,84483.8502369383,0.0345375962253238,0.0345375962253238,-4.576450141960105e-13,-0.07330319264335117
3555,3.555000000000252e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.737026736,8.491360563182242,3237652171771621.0,165445726678.67847,6.044278205759625e-12,1.7338574222335594e-05,5.106641237774912e-07,84487.19704709762,0.0345360012082112,0.0345360012082112,-4.577183151695806e-13,-0.0732987523666111
3556,3.5560000000002522e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.733878672,8.491360561986673,3237523770162359.0,165445726639.12396,6.044278207204681e-12,1.733788659439922e-05,5.106843769332437e-07,84490.54782496877,0.0345344047661349,0.0345344047661349,-4.577916117007437e-13,-0.07329430782891677
3557,3.5570000000002527e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.73073344,8.491360560792174,3237395226692150.0,165445726599.60498,6.04427820864844e-12,1.7337198206755754e-05,5.10704654074371e-07,84493.9025711342,0.0345328068992282,0.0345328068992282,-4.578649037852384e-13,-0.07328985902881868
3558,3.5580000000002524e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.72759105,8.49136055959876,3237266541373655.5,165445726560.12186,6.044278210090889e-12,1.733650905947301e-05,5.107249552043984e-07,84497.26128617738,0.0345312076076246,0.0345312076076246,-4.579381914188013e-13,-0.07328540596728317
3559,3.5590000000002525e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.724451493,8.49136055840642,3237137714219549.0,165445726520.67422,6.044278211532041e-12,1.7335819152618857e-05,5.107452803268562e-07,84500.62397068215,0.0345296068914576,0.0345296068914576,-4.580114745971729e-13,-0.07328094864476498
3560,3.560000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.72131476,8.491360557215152,3237008745242518.0,165445726481.26205,6.044278212971898e-12,1.733512848626124e-05,5.107656294452784e-07,84503.99062523319,0.034528004750861,0.034528004750861,-4.580847533160909e-13,-0.07327648705998513
3561,3.561000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.718180865,8.491360556024963,3236879634455259.5,165445726441.88565,6.044278214410448e-12,1.7334437060468157e-05,5.107860025632048e-07,84507.36125041627,0.0345264011859686,0.0345264011859686,-4.581580275712929e-13,-0.07327202121470577
3562,3.562000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.715049844,8.491360554835865,3236750381870485.0,165445726402.5453,6.044278215847681e-12,1.7333744875307686e-05,5.108063996841787e-07,84510.73584681781,0.0345247961969146,0.0345247961969146,-4.582312973585203e-13,-0.07326755110872796
3563,3.563000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.711921647,8.49136055364784,3236620987500917.0,165445726363.24048,6.044278217283615e-12,1.7333051930847943e-05,5.108268208117489e-07,84514.11441502467,0.0345231897838329,0.0345231897838329,-4.583045626735103e-13,-0.07326307674054533
3564,3.564000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.708796248,8.491360552460876,3236491451359293.0,165445726323.97073,6.044278218718269e-12,1.7332358227157156e-05,5.10847265949468e-07,84517.49695562437,0.0345215819468575,0.0345215819468575,-4.583778235120014e-13,-0.07325859811172108
3565,3.565000000000253e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.70567376,8.491360551275017,3236361773458359.5,165445726284.73755,6.044278220151586e-12,1.7331663764303576e-05,5.108677351008939e-07,84520.88346920631,0.0345199726861233,0.0345199726861233,-4.584510798697338e-13,-0.07325411522231207
3566,3.5660000000002528e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.702554047,8.491360550090214,3236231953810877.0,165445726245.53925,6.04427822158363e-12,1.7330968542355555e-05,5.108882282695885e-07,84524.27395635888,0.0345183620017641,0.0345183620017641,-4.58524331742446e-13,-0.07324962807189195
3567,3.5670000000002533e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.699437268,8.491360548906524,3236101992429618.5,165445726206.37787,6.044278223014324e-12,1.7330272561381476e-05,5.109087454591189e-07,84527.66841767337,0.0345167498939154,0.0345167498939154,-4.585975791258776e-13,-0.07324513666040389
3568,3.5680000000002534e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.69632323,8.491360547723875,3235971889327369.0,165445726167.25085,6.0442782244437626e-12,1.732957582144982e-05,5.109292866730563e-07,84531.06685373929,0.0345151363627108,0.0345151363627108,-4.586708220157669e-13,-0.07324064098867211
3569,3.5690000000002535e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.69321212,8.491360546542337,3235841644516926.0,165445726128.16068,6.044278225871856e-12,1.732887832262912e-05,5.109498519149768e-07,84534.4692651495,0.0345135214082861,0.0345135214082861,-4.58744060407855e-13,-0.07323614105629872
3570,3.5700000000002536e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.69010382,8.49136054536187,3235711258011099.5,165445726089.10577,6.04427822729866e-12,1.732818006498797e-05,5.109704411884612e-07,84537.87565249568,0.0345119050307758,0.0345119050307758,-4.588172942978795e-13,-0.07323163686305634
3571,3.5710000000002537e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.686998345,8.49136054418247,3235580729822711.5,165445726050.0864,6.044278228724167e-12,1.7327481048595044e-05,5.109910544970944e-07,84541.28601637106,0.0345102872303149,0.0345102872303149,-4.588905236815811e-13,-0.07322712840988288
3572,3.5720000000002538e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.683895774,8.491360543004179,3235450059964596.5,165445726011.10358,6.044278230148338e-12,1.732678127351907e-05,5.110116918444666e-07,84544.70035737011,0.0345086680070391,0.0345086680070391,-4.589637485546993e-13,-0.07322261569620991
3573,3.573000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.680796023,8.491360541826955,3235319248449601.0,165445725972.15613,6.044278231571217e-12,1.732608073982885e-05,5.110323532341719e-07,84548.1186760869,0.0345070473610832,0.0345070473610832,-4.590369689129736e-13,-0.07321809872195217
3574,3.574000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.67769911,8.491360540650811,3235188295290586.0,165445725933.24426,6.044278232992795e-12,1.7325379447593244e-05,5.1105303866981e-07,84551.54097311705,0.0345054252925829,0.0345054252925829,-4.591101847521432e-13,-0.07321357748773494
3575,3.575000000000254e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.67460512,8.491360539475775,3235057200500421.0,165445725894.36917,6.044278234413032e-12,1.7324677396881188e-05,5.110737481549841e-07,84554.96724905734,0.0345038018016741,0.0345038018016741,-4.59183396067949e-13,-0.07320905199370031
3576,3.5760000000002546e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.671513885,8.491360538301787,3234925964091991.0,165445725855.52875,6.044278235832e-12,1.7323974587761676e-05,5.110944816933027e-07,84558.39750450371,0.0345021768884918,0.0345021768884918,-4.592566028561306e-13,-0.07320452223962093
3577,3.5770000000002547e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.668425567,8.491360537128907,3234794586078192.0,165445725816.72498,6.04427823724963e-12,1.7323271020303774e-05,5.111152392883788e-07,84561.83174005491,0.0345005505531724,0.0345005505531724,-4.593298051124283e-13,-0.07319998822569573
3578,3.5780000000002544e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.665340096,8.491360535957106,3234663066471933.0,165445725777.95694,6.044278238665954e-12,1.7322566694576605e-05,5.111360209438302e-07,84565.26995630897,0.0344989227958517,0.0344989227958517,-4.59403002832582e-13,-0.07319544995186789
3579,3.5790000000002545e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.662257478,8.49136053478639,3234531405286134.5,165445725739.2247,6.044278240080971e-12,1.7321861610649377e-05,5.111568266632784e-07,84568.71215386518,0.0344972936166658,0.0344972936166658,-4.594761960123319e-13,-0.07319090741788159
3580,3.5800000000002545e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.659177717,8.491360533616758,3234399602533730.5,165445725700.52838,6.044278241494675e-12,1.7321155768591343e-05,5.111776564503509e-07,84572.15833332369,0.0344956630157508,0.0344956630157508,-4.595493846474178e-13,-0.07318636062467476
3581,3.5810000000002546e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.65610081,8.491360532448212,3234267658227666.0,165445725661.868,6.0442782429070656e-12,1.7320449168471836e-05,5.11198510308679e-07,84575.60849528531,0.0344940309932432,0.0344940309932432,-4.596225687335813e-13,-0.07318180957216214
3582,3.582000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.653026737,8.491360531280742,3234135572380899.5,165445725623.24323,6.044278244318157e-12,1.7319741810360237e-05,5.112193882418991e-07,84579.06264035146,0.0344923975492792,0.0344923975492792,-4.596957482665622e-13,-0.0731772542598037
3583,3.583000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.64995556,8.491360530114369,3234003345006401.0,165445725584.6547,6.044278245727923e-12,1.7319033694326024e-05,5.112402902536511e-07,84582.52076912476,0.0344907626839956,0.0344907626839956,-4.597689232421008e-13,-0.07317269468828158
3584,3.584000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.646887247,8.491360528949086,3233870976117155.0,165445725546.1024,6.044278247136366e-12,1.7318324820438717e-05,5.11261216347581e-07,84585.98288220835,0.0344891263975292,0.0344891263975292,-4.598420936559387e-13,-0.07316813085756735
3585,3.585000000000255e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.64382176,8.491360527784877,3233738465726154.5,165445725507.5854,6.0442782485435195e-12,1.7317615188767905e-05,5.112821665273387e-07,84589.44898020563,0.0344874886900165,0.0344874886900165,-4.599152595038159e-13,-0.07316356276763258
3586,3.5860000000002555e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.64075917,8.491360526621769,3233605813846408.0,165445725469.10483,6.044278249949341e-12,1.7316904799383256e-05,5.113031407965784e-07,84592.91906372177,0.0344858495615947,0.0344858495615947,-4.599884207814739e-13,-0.07315899041856255
3587,3.5870000000002552e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.63769944,8.491360525459745,3233473020490935.0,165445725430.66025,6.044278251353848e-12,1.731619365235448e-05,5.1132413915896e-07,84596.39313336201,0.0344842090124008,0.0344842090124008,-4.60061577484653e-13,-0.07315441381075516
3588,3.5880000000002557e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.634642597,8.491360524298816,3233340085672768.0,165445725392.25183,6.0442782527570346e-12,1.7315481747751377e-05,5.11345161618147e-07,84599.87118973254,0.034482567042572,0.034482567042572,-4.601347296090955e-13,-0.07314983294378408
3589,3.589000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.63158853,8.491360523138944,3233207009404951.0,165445725353.87842,6.044278254158942e-12,1.7314769085643814e-05,5.113662081778075e-07,84603.35323343975,0.0344809236522454,0.0344809236522454,-4.602078771505406e-13,-0.07314524781784826
3590,3.590000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.628537435,8.491360521980198,3233073791700541.0,165445725315.54236,6.044278255559485e-12,1.731405566610169e-05,5.113872788416157e-07,84606.83926509261,0.034479278841559,0.034479278841559,-4.602810201047312e-13,-0.07314065843371509
3591,3.591000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.62548913,8.491360520822518,3232940432572607.5,165445725277.24133,6.044278256958747e-12,1.7313341489195013e-05,5.114083736132485e-07,84610.3292852983,0.0344776326106497,0.0344776326106497,-4.603541584674081e-13,-0.07313606479081614
3592,3.592000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.62244373,8.491360519665934,3232806932034232.0,165445725238.97668,6.044278258356682e-12,1.7312626554993838e-05,5.114294924963888e-07,84613.8232946668,0.0344759849596557,0.0344759849596557,-4.604272922343128e-13,-0.0731314668892935
3593,3.5930000000002562e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.619401213,8.491360518510447,3232673290098508.0,165445725200.7484,6.044278259753287e-12,1.7311910863568274e-05,5.114506354947234e-07,84617.32129380814,0.0344743358887147,0.0344743358887147,-4.605004214011867e-13,-0.07312686472928931
3594,3.5940000000002563e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.61636153,8.49136051735604,3232539506778542.0,165445725162.55573,6.044278261148591e-12,1.7311194414988524e-05,5.114718026119441e-07,84620.82328333266,0.0344726853979644,0.0344726853979644,-4.605735459637714e-13,-0.07312225831117303
3595,3.595000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.613324765,8.491360516202736,3232405582087452.5,165445725124.39963,6.04427826254256e-12,1.731047720932483e-05,5.114929938517475e-07,84624.32926385244,0.0344710334875433,0.0344710334875433,-4.606466659178091e-13,-0.07311764763480255
3596,3.596000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.610290848,8.491360515050514,3232271516038370.5,165445725086.27936,6.044278263935218e-12,1.7309759246647513e-05,5.115142092178345e-07,84627.83923597942,0.0344693801575891,0.0344693801575891,-4.60719781259041e-13,-0.07311303270000735
3597,3.597000000000256e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.6072598,8.491360513899382,3232137308644439.0,165445725048.19507,6.044278265326563e-12,1.7309040527026965e-05,5.115354487139106e-07,84631.35320032673,0.0344677254082404,0.0344677254082404,-4.607928919832091e-13,-0.07310841350721375
3598,3.5980000000002567e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.6042316,8.491360512749333,3232002959918813.0,165445725010.1466,6.044278266716599e-12,1.7308321050533636e-05,5.115567123436862e-07,84634.87115750814,0.0344660692396355,0.0344660692396355,-4.608659980860555e-13,-0.07310379005716072
3599,3.5990000000002564e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.60120633,8.491360511600398,3231868469874662.0,165445724972.13507,6.044278268105286e-12,1.730760081723803e-05,5.115780001108763e-07,84638.39310813893,0.0344644116519133,0.0344644116519133,-4.609390995633234e-13,-0.07309916234891034
3600,3.6000000000002565e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.59818389,8.491360510452537,3231733838525164.5,165445724934.15897,6.044278269492678e-12,1.7306879827210758e-05,5.115993120192005e-07,84641.9190528336,0.034462752645212,0.034462752645212,-4.610121964107533e-13,-0.07309453038274683
3601,3.601000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.59516441,8.491360509305801,3231599065883513.0,165445724896.22012,6.0442782708787095e-12,1.7306158080522434e-05,5.116206480723834e-07,84645.44899220939,0.0344610922196709,0.0344610922196709,-4.610852886240889e-13,-0.07308989415886913
3602,3.602000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.59214773,8.491360508160126,3231464151962914.5,165445724858.3164,6.0442782722634575e-12,1.7305435577243807e-05,5.116420082741531e-07,84648.982926882,0.0344594303754284,0.0344594303754284,-4.611583761990711e-13,-0.07308525367727725
3603,3.6030000000002568e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.589133933,8.491360507015546,3231329096776584.0,165445724820.4489,6.0442782736468815e-12,1.7304712317445648e-05,5.116633926282439e-07,84652.52085746975,0.0344577671126238,0.0344577671126238,-4.612314591314435e-13,-0.07308060893899437
3604,3.604000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.58612305,8.491360505872073,3231193900337752.0,165445724782.61813,6.0442782750289654e-12,1.7303988301198803e-05,5.116848011383937e-07,84656.06278459137,0.0344561024313965,0.0344561024313965,-4.613045374169491e-13,-0.0730759599427131
3605,3.605000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.583115,8.491360504729677,3231058562659660.0,165445724744.82278,6.044278276409754e-12,1.730326352857418e-05,5.117062338083458e-07,84659.6087088655,0.0344544363318853,0.0344544363318853,-4.613776110513289e-13,-0.07307130668951345
3606,3.606000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.580109887,8.491360503588396,3230923083755562.5,165445724707.06448,6.044278277789189e-12,1.7302537999642765e-05,5.117276906418474e-07,84663.15863091293,0.0344527688142303,0.0344527688142303,-4.614506800303282e-13,-0.07306664917976491
3607,3.6070000000002568e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.577107623,8.491360502448197,3230787463638726.0,165445724669.34192,6.044278279167319e-12,1.730181171447561e-05,5.117491716426506e-07,84666.71255135376,0.0344510998785704,0.0344510998785704,-4.615237443496885e-13,-0.07306198741164849
3608,3.608000000000257e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.57410823,8.491360501309089,3230651702322429.0,165445724631.6554,6.044278280544132e-12,1.730108467314381e-05,5.117706768145129e-07,84670.27047080979,0.0344494295250456,0.0344494295250456,-4.615968040051514e-13,-0.07305732138692633
3609,3.6090000000002578e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.57111176,8.491360500171089,3230515799819963.0,165445724594.0056,6.044278281919603e-12,1.7300356875718566e-05,5.117922061611948e-07,84673.83238990357,0.0344477577537957,0.0344477577537957,-4.616698589924624e-13,-0.07305265110625214
3610,3.610000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.568118166,8.491360499034183,3230379756144631.5,165445724556.392,6.044278283293753e-12,1.72996283222711e-05,5.118137596864636e-07,84677.39830925806,0.0344460845649606,0.0344460845649606,-4.61742909307364e-13,-0.07304797656848905
3611,3.611000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.565127503,8.49136049789839,3230243571309750.0,165445724518.81522,6.044278284666557e-12,1.7298899012872734e-05,5.118353373940897e-07,84680.9682294974,0.0344444099586804,0.0344444099586804,-4.618159549455994e-13,-0.07304329777360863
3612,3.6120000000002576e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.56213965,8.491360496763662,3230107245328647.0,165445724481.27368,6.044278286038072e-12,1.7298168947594842e-05,5.118569392878486e-07,84684.54215124542,0.0344427339350949,0.0344427339350949,-4.618889959029112e-13,-0.07303861472257722
3613,3.6130000000002577e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.5591547,8.49136049563004,3229970778214663.0,165445724443.76868,6.044278287408254e-12,1.729743812650887e-05,5.118785653715205e-07,84688.12007512819,0.0344410564943448,0.0344410564943448,-4.619620321750445e-13,-0.07303392741533798
3614,3.614000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.55617267,8.491360494497524,3229834169981150.5,165445724406.30035,6.044278288777095e-12,1.729670654968632e-05,5.119002156488903e-07,84691.70200177202,0.0344393776365704,0.0344393776365704,-4.620350637577418e-13,-0.0730292358513509
3615,3.615000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.55319352,8.491360493366102,3229697420641474.5,165445724368.8682,6.044278290144615e-12,1.7295974217198767e-05,5.119218901237477e-07,84695.2879318036,0.0344376973619122,0.0344376973619122,-4.621080906467473e-13,-0.07302454003121284
3616,3.616000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.550217304,8.491360492235797,3229560530209012.5,165445724331.473,6.0442782915107855e-12,1.7295241129117852e-05,5.119435887998869e-07,84698.87786585104,0.0344360156705111,0.0344360156705111,-4.621811128378043e-13,-0.07301983995506589
3617,3.6170000000002577e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.547243927,8.491360491106569,3229423498697154.0,165445724294.11337,6.044278292875656e-12,1.7294507285515275e-05,5.119653116811068e-07,84702.4718045422,0.0344343325625075,0.0344343325625075,-4.622541303266574e-13,-0.07301513562302375
3618,3.618000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.544273444,8.491360489978439,3229286326119301.0,165445724256.7901,6.044278294239198e-12,1.729377268646282e-05,5.119870587712109e-07,84706.06974850675,0.0344326480380424,0.0344326480380424,-4.623271431090503e-13,-0.07301042703477378
3619,3.619000000000258e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.541305818,8.491360488851395,3229149012488869.0,165445724219.50275,6.044278295601428e-12,1.7293037332032317e-05,5.120088300740074e-07,84709.67169837447,0.0344309620972568,0.0344309620972568,-4.624001511807269e-13,-0.07300571419111179
3620,3.6200000000002576e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.538341183,8.491360487725489,3229011557819283.5,165445724182.253,6.0442782969622854e-12,1.7292301222295662e-05,5.120306255933097e-07,84713.27765477715,0.0344292747402923,0.0344292747402923,-4.624731545374326e-13,-0.07300099709172514
3621,3.6210000000002585e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.535379425,8.491360486600671,3228873962123983.5,165445724145.0394,6.0442782983218206e-12,1.7291564357324837e-05,5.120524453329349e-07,84716.88761834562,0.0344275859672898,0.0344275859672898,-4.625461531749104e-13,-0.07299627573615908
3622,3.6220000000002586e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.532420527,8.49136048547694,3228736225416420.5,165445724107.86176,6.044278299680042e-12,1.729082673719187e-05,5.120742892967055e-07,84720.50158971213,0.0344258957783907,0.0344258957783907,-4.62619147088905e-13,-0.07299155012586311
3623,3.6230000000002587e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358642.52946457,8.491360484354326,3228598347710058.0,165445724070.72092,6.0442783010369206e-12,1.7290088361968864e-05,5.120961574884487e-07,84724.11956951032,0.0344242041737366,0.0344242041737366,-4.626921362751621e-13,-0.07298682026006986
