x_m,y_m,potential_V,Ex_V_m,Ey_V_m,E_mag_V_m,domain_id,cell_area_m2
0.0,6.3875e-05,469.91980497672216,0.0,-4174645.5024072947,4174645.5024072947,gas_gap,7.656249999999998e-13
0.0,6.474999999999999e-05,473.62592790856945,0.0,-4306704.226942491,4306704.226942491,gas_gap,7.656249999999998e-13
0.0,6.5625e-05,477.47291019739646,0.0,-4494843.122183987,4494843.122183987,gas_gap,7.656249999999998e-13
0.0,6.649999999999999e-05,481.5049743567684,0.0,-4727765.67125361,4727765.67125361,gas_gap,7.656249999999998e-13
0.0,6.737499999999998e-05,485.75599666582684,0.0,-4993240.675680759,4993240.675680759,gas_gap,7.656249999999998e-13
0.0,6.824999999999999e-05,490.24900401849936,0.0,-5278817.083539375,5278817.083539375,gas_gap,7.656249999999998e-13
0.0,6.912499999999999e-05,494.9962775364615,0.0,-5572488.371517499,5572488.371517499,gas_gap,7.656249999999998e-13
0.0,7e-05,500.0,0.0,-5863265.135651755,5863265.135651755,gas_gap,7.656249999999998e-13
8.749999999999999e-07,0.0,0.0,0.0,-7142857.14959068,7142857.14959068,gas_gap,7.656249999999998e-13
8.749999999999999e-07,8.749999999999999e-07,6.250000010559772,0.00022814323360632668,-7142857.161911472,7142857.161911472,gas_gap,7.656249999999998e-13
8.749999999999999e-07,1.7499999999999998e-06,12.500000037504488,0.0008102821689295184,-7142857.188704769,7142857.188704769,gas_gap,7.656249999999998e-13
8.749999999999999e-07,2.6249999999999994e-06,18.750000098984415,0.002138552197295071,-7142857.243963342,7142857.243963342,gas_gap,7.656249999999998e-13
8.749999999999999e-07,3.4999999999999995e-06,25.0000002300857,0.004970987365706095,-7142857.35353445,7142857.35353445,gas_gap,7.656249999999998e-13
8.749999999999999e-07,4.375e-06,31.250000496790776,0.010733134051244864,-7142857.564110246,7142857.564110246,gas_gap,7.656249999999998e-13
8.749999999999999e-07,5.249999999999999e-06,37.500001020273125,0.02204293780439584,-7142857.958353828,7142857.958353828,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.124999999999999e-06,43.75000201841565,0.043607745453379886,-7142858.6799110435,7142858.6799110435,gas_gap,7.656249999999998e-13
8.749999999999999e-07,6.999999999999999e-06,50.000003875550725,0.08373103417120066,-7142859.974080355,7142859.974080356,gas_gap,7.656249999999998e-13
8.749999999999999e-07,7.874999999999998e-06,56.25000725768386,0.1568018120853121,-7142862.252867626,7142862.252867628,gas_gap,7.656249999999998e-13
8.749999999999999e-07,8.75e-06,62.50001329984213,0.2873422683122132,-7142866.197381958,7142866.197381964,gas_gap,7.656249999999998e-13
